year,month,day,hour,NO2_prediction
2020,11,27,13,45.462265
2020,11,27,14,61.54635
2020,11,27,15,63.2378
2020,11,27,16,60.84893
2020,11,27,17,58.56636
2020,11,27,18,55.998863
2020,11,27,19,53.20628
2020,11,27,20,49.60569
2020,11,27,21,46.415844
2020,11,27,22,43.936783
2020,11,27,23,42.434914
2020,12,9,0,37.94192
2020,12,9,1,37.55697
2020,12,9,2,37.769367
2020,12,9,3,38.370087
2020,12,9,4,40.036503
2020,12,9,5,40.293213
2020,12,9,6,35.74286
2020,12,9,7,28.864664
2020,12,9,8,23.630564
2020,12,9,9,20.353964
2020,12,9,10,18.980865
2020,12,9,11,20.559252
2020,12,9,12,27.346624
2020,12,9,13,40.991653
2020,12,9,14,54.04982
2020,12,9,15,55.717873
2020,12,9,16,54.339592
2020,12,9,17,52.711422
2020,12,9,18,50.80687
2020,12,9,19,48.594563
2020,12,9,20,46.793972
2020,12,9,21,44.03867
2020,12,9,22,41.70082
2020,12,9,23,41.175507
2020,12,18,0,40.7372
2020,12,18,1,40.582466
2020,12,18,2,40.782288
2020,12,18,3,41.75182
2020,12,18,4,44.046886
2020,12,18,5,45.909428
2020,12,18,6,44.28079
2020,12,18,7,39.062843
2020,12,18,8,31.235508
2020,12,18,9,25.915895
2020,12,18,10,24.272505
2020,12,18,11,26.51085
2020,12,18,12,33.802704
2020,12,18,13,46.32412
2020,12,18,14,54.861164
2020,12,18,15,55.40297
2020,12,18,16,54.38424
2020,12,18,17,52.861572
2020,12,18,18,50.59247
2020,12,18,19,47.753784
2020,12,18,20,44.485535
2020,12,18,21,41.97908
2020,12,18,22,39.580753
2020,12,18,23,37.559902
2020,12,20,0,53.268
2020,12,20,1,63.274315
2020,12,20,2,71.04131
2020,12,20,3,76.05193
2020,12,20,4,77.996124
2020,12,20,5,78.189674
2020,12,20,6,76.7197
2020,12,20,7,71.49056
2020,12,20,8,55.79155
2020,12,20,9,38.94551
2020,12,20,10,35.383064
2020,12,20,11,41.550182
2020,12,20,12,58.805504
2020,12,20,13,77.84948
2020,12,20,14,81.47349
2020,12,20,15,80.966934
2020,12,20,16,79.31696
2020,12,20,17,76.49333
2020,12,20,18,72.54081
2020,12,20,19,68.23934
2020,12,20,20,63.688515
2020,12,20,21,59.897915
2020,12,20,22,57.92001
2020,12,20,23,57.5713
2020,12,23,0,48.080105
2020,12,23,1,47.08711
2020,12,23,2,48.862656
2020,12,23,3,53.864338
2020,12,23,4,59.619984
2020,12,23,5,53.67768
2020,12,23,6,38.18466
2020,12,23,7,29.430384
2020,12,23,8,24.573261
2020,12,23,9,21.543934
2020,12,23,10,20.502949
2020,12,23,11,23.168154
2020,12,23,12,33.62304
2020,12,23,13,54.708332
2020,12,23,14,70.74959
2020,12,23,15,70.80074
2020,12,23,16,67.29485
2020,12,23,17,63.52031
2020,12,23,18,59.820644
2020,12,23,19,56.246277
2020,12,23,20,53.37661
2020,12,23,21,50.95963
2020,12,23,22,49.35054
2020,12,23,23,48.45395
2020,12,25,0,53.529938
2020,12,25,1,56.247204
2020,12,25,2,60.83021
2020,12,25,3,70.183044
2020,12,25,4,77.99016
2020,12,25,5,78.388145
2020,12,25,6,68.52296
2020,12,25,7,45.02121
2020,12,25,8,33.429386
2020,12,25,9,28.167496
2020,12,25,10,26.235186
2020,12,25,11,29.10521
2020,12,25,12,42.35013
2020,12,25,13,67.34019
2020,12,25,14,80.99378
2020,12,25,15,81.54973
2020,12,25,16,79.76968
2020,12,25,17,76.39185
2020,12,25,18,71.230194
2020,12,25,19,65.76156
2020,12,25,20,60.981575
2020,12,25,21,57.45768
2020,12,25,22,55.46604
2020,12,25,23,54.64131
2020,12,26,0,51.957157
2020,12,26,1,51.86752
2020,12,26,2,53.979168
2020,12,26,3,60.7845
2020,12,26,4,71.35311
2020,12,26,5,73.009575
2020,12,26,6,59.39561
2020,12,26,7,40.46364
2020,12,26,8,31.804152
2020,12,26,9,27.37699
2020,12,26,10,26.001482
2020,12,26,11,28.735209
2020,12,26,12,40.346874
2020,12,26,13,63.139214
2020,12,26,14,78.54059
2020,12,26,15,78.81597
2020,12,26,16,75.751015
2020,12,26,17,70.62057
2020,12,26,18,64.86677
2020,12,26,19,59.71383
2020,12,26,20,55.546654
2020,12,26,21,52.90837
2020,12,26,22,51.26
2020,12,26,23,50.346535
2020,12,29,0,50.15461
2020,12,29,1,51.13907
2020,12,29,2,54.756046
2020,12,29,3,62.804592
2020,12,29,4,71.22441
2020,12,29,5,68.66168
2020,12,29,6,50.892864
2020,12,29,7,37.26635
2020,12,29,8,30.16192
2020,12,29,9,25.835442
2020,12,29,10,24.13928
2020,12,29,11,25.876123
2020,12,29,12,34.913704
2020,12,29,13,55.156326
2020,12,29,14,76.07687
2020,12,29,15,78.36591
2020,12,29,16,75.11633
2020,12,29,17,69.84373
2020,12,29,18,64.48766
2020,12,29,19,59.305344
2020,12,29,20,54.865868
2020,12,29,21,51.846786
2020,12,29,22,50.29438
2020,12,29,23,49.616028
2021,1,3,0,52.06381
2021,1,3,1,53.871445
2021,1,3,2,56.796906
2021,1,3,3,62.875603
2021,1,3,4,72.48047
2021,1,3,5,78.15879
2021,1,3,6,75.68394
2021,1,3,7,61.2789
2021,1,3,8,42.488647
2021,1,3,9,35.497925
2021,1,3,10,34.14999
2021,1,3,11,39.872917
2021,1,3,12,56.190315
2021,1,3,13,77.12776
2021,1,3,14,81.447
2021,1,3,15,79.63896
2021,1,3,16,76.63213
2021,1,3,17,72.797874
2021,1,3,18,69.225746
2021,1,3,19,65.40893
2021,1,3,20,61.34635
2021,1,3,21,57.756813
2021,1,3,22,55.610497
2021,1,3,23,54.574623
2021,1,4,0,51.280556
2021,1,4,1,51.469696
2021,1,4,2,54.437363
2021,1,4,3,60.781708
2021,1,4,4,68.350075
2021,1,4,5,67.15411
2021,1,4,6,48.76021
2021,1,4,7,35.766296
2021,1,4,8,29.35069
2021,1,4,9,25.381693
2021,1,4,10,23.643707
2021,1,4,11,25.153746
2021,1,4,12,33.665695
2021,1,4,13,52.777718
2021,1,4,14,73.66716
2021,1,4,15,76.107414
2021,1,4,16,72.44886
2021,1,4,17,67.46628
2021,1,4,18,62.850594
2021,1,4,19,58.57638
2021,1,4,20,54.678547
2021,1,4,21,51.80269
2021,1,4,22,50.123886
2021,1,4,23,49.27623
2021,1,8,0,41.902046
2021,1,8,1,41.585827
2021,1,8,2,41.749084
2021,1,8,3,42.265625
2021,1,8,4,43.326927
2021,1,8,5,44.00611
2021,1,8,6,40.75359
2021,1,8,7,33.396107
2021,1,8,8,27.659555
2021,1,8,9,24.337336
2021,1,8,10,23.480469
2021,1,8,11,25.941673
2021,1,8,12,33.809143
2021,1,8,13,46.853683
2021,1,8,14,55.785507
2021,1,8,15,56.278328
2021,1,8,16,55.044548
2021,1,8,17,53.500572
2021,1,8,18,51.894173
2021,1,8,19,50.308895
2021,1,8,20,48.601288
2021,1,8,21,46.37489
2021,1,8,22,43.176723
2021,1,8,23,35.060013
2021,1,11,0,35.43271
2021,1,11,1,35.33568
2021,1,11,2,36.30392
2021,1,11,3,38.617516
2021,1,11,4,42.3273
2021,1,11,5,46.01142
2021,1,11,6,47.49801
2021,1,11,7,46.014114
2021,1,11,8,42.4556
2021,1,11,9,37.586327
2021,1,11,10,34.19402
2021,1,11,11,35.031406
2021,1,11,12,41.61738
2021,1,11,13,54.391014
2021,1,11,14,62.039757
2021,1,11,15,60.892494
2021,1,11,16,57.911892
2021,1,11,17,54.788906
2021,1,11,18,51.909668
2021,1,11,19,49.30952
2021,1,11,20,47.500427
2021,1,11,21,45.72609
2021,1,11,22,44.709015
2021,1,11,23,44.207474
2021,1,12,0,46.25732
2021,1,12,1,46.51142
2021,1,12,2,48.109894
2021,1,12,3,53.160683
2021,1,12,4,61.80464
2021,1,12,5,68.08504
2021,1,12,6,67.36378
2021,1,12,7,59.30272
2021,1,12,8,45.72754
2021,1,12,9,36.010803
2021,1,12,10,32.09449
2021,1,12,11,33.399414
2021,1,12,12,40.338524
2021,1,12,13,54.0164
2021,1,12,14,65.608765
2021,1,12,15,65.893906
2021,1,12,16,63.616436
2021,1,12,17,61.171906
2021,1,12,18,58.252136
2021,1,12,19,54.770714
2021,1,12,20,51.27994
2021,1,12,21,47.64708
2021,1,12,22,45.79873
2021,1,12,23,44.893345
2021,1,17,0,40.82522
2021,1,17,1,40.32441
2021,1,17,2,40.210495
2021,1,17,3,41.024178
2021,1,17,4,42.09248
2021,1,17,5,42.32849
2021,1,17,6,38.299866
2021,1,17,7,32.22236
2021,1,17,8,28.221802
2021,1,17,9,25.106024
2021,1,17,10,23.676384
2021,1,17,11,25.448072
2021,1,17,12,32.33407
2021,1,17,13,45.387955
2021,1,17,14,55.43324
2021,1,17,15,56.43928
2021,1,17,16,55.62496
2021,1,17,17,54.470387
2021,1,17,18,53.03801
2021,1,17,19,51.44758
2021,1,17,20,49.577072
2021,1,17,21,47.594986
2021,1,17,22,45.350796
2021,1,17,23,42.786915
2021,1,27,0,50.151505
2021,1,27,1,51.948967
2021,1,27,2,54.35092
2021,1,27,3,59.12728
2021,1,27,4,64.78718
2021,1,27,5,67.25367
2021,1,27,6,64.18104
2021,1,27,7,57.71492
2021,1,27,8,43.487366
2021,1,27,9,35.149475
2021,1,27,10,31.571737
2021,1,27,11,32.234413
2021,1,27,12,40.768967
2021,1,27,13,61.08612
2021,1,27,14,77.0673
2021,1,27,15,78.0826
2021,1,27,16,75.48634
2021,1,27,17,70.76644
2021,1,27,18,65.19547
2021,1,27,19,60.92228
2021,1,27,20,56.640293
2021,1,27,21,53.447033
2021,1,27,22,51.530403
2021,1,27,23,50.66336
2021,2,11,0,48.85923
2021,2,11,1,48.781864
2021,2,11,2,50.052914
2021,2,11,3,54.680305
2021,2,11,4,65.13212
2021,2,11,5,72.56121
2021,2,11,6,68.5185
2021,2,11,7,54.771835
2021,2,11,8,42.0681
2021,2,11,9,37.704132
2021,2,11,10,37.99794
2021,2,11,11,44.35244
2021,2,11,12,59.025566
2021,2,11,13,75.364555
2021,2,11,14,79.570496
2021,2,11,15,78.56583
2021,2,11,16,76.06693
2021,2,11,17,71.12198
2021,2,11,18,64.35489
2021,2,11,19,57.6753
2021,2,11,20,53.144695
2021,2,11,21,50.591263
2021,2,11,22,49.40044
2021,2,11,23,48.62767
2021,2,12,0,49.49267
2021,2,12,1,50.180496
2021,2,12,2,52.72862
2021,2,12,3,60.121414
2021,2,12,4,70.61738
2021,2,12,5,75.71555
2021,2,12,6,74.353195
2021,2,12,7,68.33103
2021,2,12,8,62.420048
2021,2,12,9,59.768417
2021,2,12,10,62.761345
2021,2,12,11,71.639275
2021,2,12,12,79.86346
2021,2,12,13,81.89077
2021,2,12,14,82.12034
2021,2,12,15,81.758705
2021,2,12,16,80.43218
2021,2,12,17,77.47709
2021,2,12,18,71.74467
2021,2,12,19,64.21226
2021,2,12,20,59.787907
2021,2,12,21,58.29719
2021,2,12,22,58.728554
2021,2,12,23,60.975975
2021,2,13,0,69.23002
2021,2,13,1,75.53686
2021,2,13,2,78.897224
2021,2,13,3,80.24608
2021,2,13,4,80.58699
2021,2,13,5,80.56745
2021,2,13,6,80.45152
2021,2,13,7,80.66901
2021,2,13,8,80.47311
2021,2,13,9,77.72287
2021,2,13,10,72.67605
2021,2,13,11,68.21164
2021,2,13,12,68.04463
2021,2,13,13,70.21166
2021,2,13,14,75.202736
2021,2,13,15,81.357315
2021,2,13,16,82.030334
2021,2,13,17,81.748314
2021,2,13,18,80.644516
2021,2,13,19,78.85293
2021,2,13,20,76.52215
2021,2,13,21,70.93017
2021,2,13,22,66.421455
2021,2,13,23,63.827408
2021,2,14,0,63.475304
2021,2,14,1,64.36135
2021,2,14,2,68.00335
2021,2,14,3,75.90868
2021,2,14,4,80.72379
2021,2,14,5,79.992805
2021,2,14,6,76.84622
2021,2,14,7,71.67156
2021,2,14,8,64.5742
2021,2,14,9,56.605114
2021,2,14,10,53.373978
2021,2,14,11,55.22633
2021,2,14,12,65.58172
2021,2,14,13,79.03276
2021,2,14,14,81.85013
2021,2,14,15,80.88893
2021,2,14,16,77.06032
2021,2,14,17,71.09865
2021,2,14,18,66.27302
2021,2,14,19,62.747845
2021,2,14,20,60.389946
2021,2,14,21,59.11495
2021,2,14,22,58.556473
2021,2,14,23,58.42601
2021,2,17,0,56.74875
2021,2,17,1,56.2982
2021,2,17,2,57.353027
2021,2,17,3,61.436142
2021,2,17,4,72.08215
2021,2,17,5,79.8519
2021,2,17,6,79.99733
2021,2,17,7,76.40499
2021,2,17,8,65.982666
2021,2,17,9,58.05124
2021,2,17,10,55.360214
2021,2,17,11,62.35718
2021,2,17,12,76.087654
2021,2,17,13,81.85381
2021,2,17,14,82.377754
2021,2,17,15,82.00616
2021,2,17,16,81.05874
2021,2,17,17,79.521545
2021,2,17,18,77.33179
2021,2,17,19,73.842
2021,2,17,20,70.99157
2021,2,17,21,69.626625
2021,2,17,22,69.63891
2021,2,17,23,70.912926
2021,2,19,0,71.14106
2021,2,19,1,73.49007
2021,2,19,2,76.69162
2021,2,19,3,78.94962
2021,2,19,4,79.53686
2021,2,19,5,78.97188
2021,2,19,6,77.5343
2021,2,19,7,75.85995
2021,2,19,8,73.124374
2021,2,19,9,62.713684
2021,2,19,10,49.17873
2021,2,19,11,41.26085
2021,2,19,12,39.188385
2021,2,19,13,42.80915
2021,2,19,14,54.076393
2021,2,19,15,74.38061
2021,2,19,16,80.37928
2021,2,19,17,80.407585
2021,2,19,18,78.38509
2021,2,19,19,74.352356
2021,2,19,20,69.43841
2021,2,19,21,60.831554
2021,2,19,22,53.326164
2021,2,19,23,49.078552
2021,2,20,0,47.384663
2021,2,20,1,47.864822
2021,2,20,2,50.43316
2021,2,20,3,55.244522
2021,2,20,4,58.088497
2021,2,20,5,52.351715
2021,2,20,6,41.57283
2021,2,20,7,34.747795
2021,2,20,8,30.935822
2021,2,20,9,28.144688
2021,2,20,10,26.085073
2021,2,20,11,26.537392
2021,2,20,12,33.21774
2021,2,20,13,48.789215
2021,2,20,14,65.24119
2021,2,20,15,66.056984
2021,2,20,16,62.846283
2021,2,20,17,59.868443
2021,2,20,18,56.87877
2021,2,20,19,53.994183
2021,2,20,20,51.713272
2021,2,20,21,50.72481
2021,2,20,22,49.781693
2021,2,20,23,48.9332
2021,2,22,0,50.19387
2021,2,22,1,50.715534
2021,2,22,2,52.61447
2021,2,22,3,57.422417
2021,2,22,4,64.75352
2021,2,22,5,64.678406
2021,2,22,6,48.898087
2021,2,22,7,35.170303
2021,2,22,8,28.25572
2021,2,22,9,24.997297
2021,2,22,10,23.929827
2021,2,22,11,26.55089
2021,2,22,12,36.471386
2021,2,22,13,57.809826
2021,2,22,14,78.16949
2021,2,22,15,80.295654
2021,2,22,16,77.62397
2021,2,22,17,72.94312
2021,2,22,18,67.39902
2021,2,22,19,62.063488
2021,2,22,20,57.820663
2021,2,22,21,54.60971
2021,2,22,22,52.60665
2021,2,22,23,51.617275
2021,2,25,0,52.945564
2021,2,25,1,53.69627
2021,2,25,2,56.014225
2021,2,25,3,62.58369
2021,2,25,4,73.426186
2021,2,25,5,79.13979
2021,2,25,6,75.36614
2021,2,25,7,58.321358
2021,2,25,8,39.618965
2021,2,25,9,32.591415
2021,2,25,10,30.406946
2021,2,25,11,31.491251
2021,2,25,12,39.385525
2021,2,25,13,56.013718
2021,2,25,14,72.93368
2021,2,25,15,74.736725
2021,2,25,16,72.213646
2021,2,25,17,68.663155
2021,2,25,18,64.921
2021,2,25,19,60.656277
2021,2,25,20,55.66816
2021,2,25,21,52.275078
2021,2,25,22,50.176846
2021,2,25,23,49.04989
2021,2,27,0,48.475113
2021,2,27,1,49.431026
2021,2,27,2,52.551464
2021,2,27,3,58.16725
2021,2,27,4,60.08463
2021,2,27,5,46.287193
2021,2,27,6,34.759045
2021,2,27,7,28.654222
2021,2,27,8,24.39674
2021,2,27,9,21.101763
2021,2,27,10,19.64004
2021,2,27,11,21.384945
2021,2,27,12,29.5631
2021,2,27,13,50.736588
2021,2,27,14,75.436195
2021,2,27,15,79.13324
2021,2,27,16,75.59533
2021,2,27,17,69.978004
2021,2,27,18,64.48666
2021,2,27,19,59.659912
2021,2,27,20,56.57194
2021,2,27,21,54.67038
2021,2,27,22,53.90649
2021,2,27,23,53.68136
2021,2,28,0,51.865173
2021,2,28,1,51.777596
2021,2,28,2,53.07379
2021,2,28,3,57.111248
2021,2,28,4,65.48847
2021,2,28,5,74.20775
2021,2,28,6,71.563866
2021,2,28,7,49.11268
2021,2,28,8,33.25888
2021,2,28,9,27.151659
2021,2,28,10,24.946602
2021,2,28,11,25.093468
2021,2,28,12,29.6286
2021,2,28,13,42.12195
2021,2,28,14,60.229942
2021,2,28,15,69.03127
2021,2,28,16,67.199165
2021,2,28,17,64.58308
2021,2,28,18,61.909027
2021,2,28,19,59.061844
2021,2,28,20,54.864304
2021,2,28,21,51.46933
2021,2,28,22,48.7818
2021,2,28,23,47.071434
2021,3,3,0,42.219757
2021,3,3,1,42.20724
2021,3,3,2,43.035046
2021,3,3,3,43.217117
2021,3,3,4,38.41063
2021,3,3,5,30.987541
2021,3,3,6,25.957962
2021,3,3,7,22.130308
2021,3,3,8,21.273298
2021,3,3,9,20.931349
2021,3,3,10,20.22373
2021,3,3,11,19.060965
2021,3,3,12,23.011673
2021,3,3,13,33.358723
2021,3,3,14,55.28074
2021,3,3,15,66.20737
2021,3,3,16,65.28474
2021,3,3,17,62.275734
2021,3,3,18,59.025475
2021,3,3,19,55.610954
2021,3,3,20,55.667274
2021,3,3,21,53.583637
2021,3,3,22,50.83542
2021,3,3,23,48.375412
2021,3,10,0,51.32145
2021,3,10,1,52.635487
2021,3,10,2,53.864338
2021,3,10,3,55.22106
2021,3,10,4,55.323082
2021,3,10,5,52.93123
2021,3,10,6,45.276054
2021,3,10,7,36.66921
2021,3,10,8,29.479807
2021,3,10,9,25.24993
2021,3,10,10,23.313156
2021,3,10,11,23.784166
2021,3,10,12,26.362867
2021,3,10,13,30.04521
2021,3,10,14,36.161865
2021,3,10,15,48.10322
2021,3,10,16,58.838543
2021,3,10,17,62.438766
2021,3,10,18,61.70653
2021,3,10,19,59.04065
2021,3,10,20,55.860268
2021,3,10,21,51.960663
2021,3,10,22,49.8728
2021,3,10,23,50.794792
2021,3,11,0,55.569305
2021,3,11,1,59.135353
2021,3,11,2,58.241127
2021,3,11,3,51.364784
2021,3,11,4,42.419903
2021,3,11,5,35.281563
2021,3,11,6,30.57936
2021,3,11,7,27.601913
2021,3,11,8,25.893902
2021,3,11,9,25.541628
2021,3,11,10,27.549482
2021,3,11,11,35.335197
2021,3,11,12,54.246384
2021,3,11,13,73.00351
2021,3,11,14,76.8359
2021,3,11,15,74.65396
2021,3,11,16,68.72488
2021,3,11,17,59.914764
2021,3,11,18,52.83679
2021,3,11,19,49.58481
2021,3,11,20,48.205017
2021,3,11,21,47.63165
2021,3,11,22,47.372852
2021,3,11,23,47.391487
2021,3,12,0,47.253487
2021,3,12,1,47.96403
2021,3,12,2,50.479332
2021,3,12,3,56.3934
2021,3,12,4,63.17446
2021,3,12,5,63.4551
2021,3,12,6,53.230217
2021,3,12,7,40.98968
2021,3,12,8,35.28237
2021,3,12,9,30.483791
2021,3,12,10,26.903742
2021,3,12,11,26.619667
2021,3,12,12,29.604088
2021,3,12,13,39.56654
2021,3,12,14,56.464012
2021,3,12,15,66.41407
2021,3,12,16,65.231346
2021,3,12,17,62.187912
2021,3,12,18,58.60413
2021,3,12,19,54.62075
2021,3,12,20,51.037148
2021,3,12,21,46.792908
2021,3,12,22,45.276604
2021,3,12,23,44.47896
2021,3,14,0,44.44432
2021,3,14,1,45.511856
2021,3,14,2,48.072445
2021,3,14,3,51.268265
2021,3,14,4,48.173313
2021,3,14,5,38.23009
2021,3,14,6,31.23128
2021,3,14,7,26.906273
2021,3,14,8,23.80728
2021,3,14,9,20.949396
2021,3,14,10,18.748476
2021,3,14,11,18.231075
2021,3,14,12,21.018785
2021,3,14,13,30.58305
2021,3,14,14,49.013077
2021,3,14,15,61.841167
2021,3,14,16,60.84178
2021,3,14,17,58.42203
2021,3,14,18,55.785686
2021,3,14,19,52.734276
2021,3,14,20,49.851547
2021,3,14,21,47.817146
2021,3,14,22,46.343628
2021,3,14,23,45.342903
2021,3,15,0,44.118683
2021,3,15,1,44.5577
2021,3,15,2,46.30851
2021,3,15,3,49.56867
2021,3,15,4,51.99945
2021,3,15,5,44.197376
2021,3,15,6,33.32871
2021,3,15,7,26.266718
2021,3,15,8,20.66025
2021,3,15,9,17.129642
2021,3,15,10,15.686136
2021,3,15,11,16.563011
2021,3,15,12,20.398336
2021,3,15,13,30.212175
2021,3,15,14,48.145367
2021,3,15,15,61.48948
2021,3,15,16,61.491875
2021,3,15,17,59.35669
2021,3,15,18,56.95266
2021,3,15,19,54.32469
2021,3,15,20,51.405514
2021,3,15,21,48.753338
2021,3,15,22,46.736256
2021,3,15,23,45.590496
2021,3,18,0,47.760212
2021,3,18,1,48.553898
2021,3,18,2,51.4139
2021,3,18,3,56.66955
2021,3,18,4,59.118088
2021,3,18,5,48.26583
2021,3,18,6,34.688942
2021,3,18,7,27.238008
2021,3,18,8,21.938578
2021,3,18,9,18.572655
2021,3,18,10,17.118887
2021,3,18,11,17.44771
2021,3,18,12,20.400812
2021,3,18,13,29.699066
2021,3,18,14,49.319324
2021,3,18,15,66.76222
2021,3,18,16,67.86431
2021,3,18,17,64.93539
2021,3,18,18,61.863907
2021,3,18,19,58.19136
2021,3,18,20,54.275
2021,3,18,21,51.019253
2021,3,18,22,48.67752
2021,3,18,23,47.639336
2021,3,19,0,45.79289
2021,3,19,1,46.980877
2021,3,19,2,50.18423
2021,3,19,3,55.757843
2021,3,19,4,55.812126
2021,3,19,5,42.557884
2021,3,19,6,31.920065
2021,3,19,7,25.386904
2021,3,19,8,20.760256
2021,3,19,9,17.69504
2021,3,19,10,16.620144
2021,3,19,11,17.603647
2021,3,19,12,21.248425
2021,3,19,13,30.866304
2021,3,19,14,49.448853
2021,3,19,15,64.43624
2021,3,19,16,64.69688
2021,3,19,17,62.101284
2021,3,19,18,59.415485
2021,3,19,19,56.320255
2021,3,19,20,53.10955
2021,3,19,21,49.84827
2021,3,19,22,47.77002
2021,3,19,23,46.842133
2021,3,20,0,46.298546
2021,3,20,1,47.24579
2021,3,20,2,50.4558
2021,3,20,3,56.1752
2021,3,20,4,60.059
2021,3,20,5,51.142944
2021,3,20,6,37.387108
2021,3,20,7,29.483883
2021,3,20,8,24.20723
2021,3,20,9,20.486101
2021,3,20,10,18.933815
2021,3,20,11,19.390364
2021,3,20,12,22.270216
2021,3,20,13,30.810535
2021,3,20,14,47.754684
2021,3,20,15,64.126625
2021,3,20,16,65.55792
2021,3,20,17,62.96659
2021,3,20,18,60.14196
2021,3,20,19,57.15783
2021,3,20,20,53.756596
2021,3,20,21,50.417717
2021,3,20,22,47.74555
2021,3,20,23,46.138638
2021,3,21,0,45.53183
2021,3,21,1,46.531685
2021,3,21,2,49.668633
2021,3,21,3,55.78179
2021,3,21,4,57.817234
2021,3,21,5,46.120285
2021,3,21,6,34.81961
2021,3,21,7,28.21804
2021,3,21,8,22.945814
2021,3,21,9,19.64963
2021,3,21,10,18.544897
2021,3,21,11,19.164976
2021,3,21,12,22.226822
2021,3,21,13,30.817408
2021,3,21,14,47.16539
2021,3,21,15,61.638405
2021,3,21,16,62.882057
2021,3,21,17,60.948425
2021,3,21,18,58.786594
2021,3,21,19,56.26565
2021,3,21,20,52.269394
2021,3,21,21,49.26425
2021,3,21,22,46.65504
2021,3,21,23,45.02695
2021,4,13,0,43.770966
2021,4,13,1,44.512074
2021,4,13,2,46.081985
2021,4,13,3,45.058266
2021,4,13,4,38.036354
2021,4,13,5,30.780888
2021,4,13,6,25.661743
2021,4,13,7,21.610636
2021,4,13,8,17.813688
2021,4,13,9,14.748821
2021,4,13,10,13.388029
2021,4,13,11,13.900757
2021,4,13,12,16.560425
2021,4,13,13,24.105867
2021,4,13,14,41.486588
2021,4,13,15,58.690784
2021,4,13,16,60.036785
2021,4,13,17,58.077248
2021,4,13,18,55.913773
2021,4,13,19,53.24293
2021,4,13,20,50.781696
2021,4,13,21,48.329865
2021,4,13,22,46.00963
2021,4,13,23,44.022377
2021,4,20,0,42.890614
2021,4,20,1,42.91456
2021,4,20,2,42.92691
2021,4,20,3,40.746956
2021,4,20,4,34.724136
2021,4,20,5,28.543264
2021,4,20,6,23.836378
2021,4,20,7,20.133892
2021,4,20,8,17.499268
2021,4,20,9,15.038347
2021,4,20,10,13.170721
2021,4,20,11,12.375712
2021,4,20,12,13.818794
2021,4,20,13,20.739866
2021,4,20,14,36.82663
2021,4,20,15,52.547226
2021,4,20,16,54.89438
2021,4,20,17,53.089714
2021,4,20,18,50.806885
2021,4,20,19,48.15641
2021,4,20,20,45.838333
2021,4,20,21,43.6707
2021,4,20,22,42.225643
2021,4,20,23,41.508385
2021,4,21,0,40.958145
2021,4,21,1,41.7024
2021,4,21,2,42.587082
2021,4,21,3,41.2471
2021,4,21,4,35.410183
2021,4,21,5,29.021505
2021,4,21,6,24.1501
2021,4,21,7,20.234253
2021,4,21,8,16.818874
2021,4,21,9,13.831035
2021,4,21,10,11.599735
2021,4,21,11,10.802803
2021,4,21,12,12.572716
2021,4,21,13,18.838318
2021,4,21,14,33.23033
2021,4,21,15,53.21137
2021,4,21,16,59.72167
2021,4,21,17,58.010544
2021,4,21,18,56.021397
2021,4,21,19,53.42033
2021,4,21,20,50.34493
2021,4,21,21,47.42851
2021,4,21,22,45.360752
2021,4,21,23,44.232025
2021,4,30,0,49.239876
2021,4,30,1,52.00379
2021,4,30,2,54.895172
2021,4,30,3,51.899406
2021,4,30,4,39.956253
2021,4,30,5,30.321676
2021,4,30,6,24.29912
2021,4,30,7,19.36736
2021,4,30,8,15.049593
2021,4,30,9,11.749334
2021,4,30,10,10.250561
2021,4,30,11,10.646114
2021,4,30,12,12.9096775
2021,4,30,13,18.012358
2021,4,30,14,31.034418
2021,4,30,15,54.01748
2021,4,30,16,64.82453
2021,4,30,17,62.266106
2021,4,30,18,58.801815
2021,4,30,19,55.32192
2021,4,30,20,51.769325
2021,4,30,21,48.777206
2021,4,30,22,47.069458
2021,4,30,23,46.62806
2021,5,14,0,34.31525
2021,5,14,1,30.163435
2021,5,14,2,26.675352
2021,5,14,3,22.026217
2021,5,14,4,17.701963
2021,5,14,5,14.503599
2021,5,14,6,12.114815
2021,5,14,7,10.040554
2021,5,14,8,8.7890215
2021,5,14,9,8.286928
2021,5,14,10,8.457017
2021,5,14,11,9.444969
2021,5,14,12,11.411822
2021,5,14,13,15.164204
2021,5,14,14,21.89522
2021,5,14,15,31.794464
2021,5,14,16,41.686897
2021,5,14,17,45.828358
2021,5,14,18,46.09747
2021,5,14,19,45.0443
2021,5,14,20,43.500187
2021,5,14,21,40.584618
2021,5,14,22,35.828278
2021,5,14,23,30.344034
2021,5,17,0,56.64528
2021,5,17,1,64.83294
2021,5,17,2,59.967045
2021,5,17,3,44.257027
2021,5,17,4,32.162224
2021,5,17,5,25.580801
2021,5,17,6,20.595556
2021,5,17,7,16.248169
2021,5,17,8,13.098196
2021,5,17,9,11.752463
2021,5,17,10,11.818058
2021,5,17,11,13.468555
2021,5,17,12,17.6962
2021,5,17,13,28.417912
2021,5,17,14,52.499134
2021,5,17,15,72.27177
2021,5,17,16,74.72525
2021,5,17,17,72.58767
2021,5,17,18,67.109856
2021,5,17,19,60.21237
2021,5,17,20,54.23578
2021,5,17,21,49.832962
2021,5,17,22,47.576508
2021,5,17,23,48.36942
2021,5,18,0,42.563995
2021,5,18,1,42.645073
2021,5,18,2,38.690697
2021,5,18,3,30.65404
